time_referencia,competicao,pais_competicao,data_jogo,time_casa,time_fora,jogo,resultado,formacao_casa,formacao_fora,titulares_casa,titulares_fora,substituicoes,gols,assistencias
Panama,group-stage,World,2026-06-27 21:00:00,Panama,England,Panama x England,0 x 2,5-4-1,4-1-4-1,Orlando Mosquera | José Córdoba | Andrés Andrade | Fidel Escobar | Jorge Gutiérrez | Amir Murillo | Édgar Yoel Bárcenas | Carlos Harvey | José Luis Rodríguez | Cristian Martínez | Tomás Rodríguez,Jordan Pickford | Marc Guéhi | Ezri Konsa | Elliot Anderson | Nico O'Reilly | Jarell Quansah | Jude Bellingham | Morgan Rogers | Marcus Rashford | Bukayo Saka | Harry Kane,[CASA] 45' José Fajardo entrou no lugar de Tomás Rodríguez | [FORA] 63' Djed Spence entrou no lugar de Jarell Quansah | [FORA] 63' Noni Madueke entrou no lugar de Bukayo Saka | [FORA] 71' Eberechi Eze entrou no lugar de Jude Bellingham | [CASA] 71' Ismael Díaz entrou no lugar de Édgar Yoel Bárcenas | [CASA] 71' Azarias Londoño entrou no lugar de José Luis Rodríguez | [FORA] 84' Jordan Henderson entrou no lugar de Elliot Anderson | [FORA] 84' Ollie Watkins entrou no lugar de Harry Kane | [CASA] 88' Alberto Quintero entrou no lugar de Carlos Harvey | [CASA] 88' Éric Davis entrou no lugar de Jorge Gutiérrez,[FORA] 62' Jude Bellingham | [FORA] 67' Harry Kane,[FORA] 62' Bukayo Saka -> Jude Bellingham | [FORA] 67' Jude Bellingham -> Harry Kane
Egypt,group-stage,World,2026-06-27 03:00:00,Egypt,Iran,Egypt x Iran,1 x 1,4-2-3-1,5-4-1,Mostafa Shoubir | Mohamed Abdelmoneim | Ramy Rabia | Ahmed Fatouh | Mohamed Hany | Mohamed Salah | Mahmoud Saber | Mohanad Lashin | Mostafa Zico | Trézéguet | Emam Ashour,Alireza Beiranvand | Shoja Khalilzadeh | Ali Nemati | Hossein Kanani | Milad Mohammadi | Ramin Rezaeian | Saeid Ezatolahi | Mohammad Ghorbani | Mohammad Mohebbi | Saman Ghoddos | Mehdi Taremi,[CASA] 14' Yasser Ibrahim entrou no lugar de Mohamed Abdelmoneim | [FORA] 45' Saleh Hardani entrou no lugar de Hossein Kanani | [CASA] 45' Marawan Attia entrou no lugar de Mahmoud Saber | [CASA] 45' Omar Marmoush entrou no lugar de Emam Ashour | [CASA] 57' Zizo entrou no lugar de Mohamed Salah | [FORA] 67' Shahriyar Moghanloo entrou no lugar de Saman Ghoddos | [CASA] 76' Hamza Abdelkarim entrou no lugar de Mostafa Zico | [FORA] 90'+1' Alireza Jahanbakhsh entrou no lugar de Mohammad Mohebbi,[CASA] 5' Mahmoud Saber | [FORA] 14' Ramin Rezaeian,[CASA] 5' Trézéguet -> Mahmoud Saber
Iran,group-stage,World,2026-06-27 03:00:00,Egypt,Iran,Egypt x Iran,1 x 1,4-2-3-1,5-4-1,Mostafa Shoubir | Mohamed Abdelmoneim | Ramy Rabia | Ahmed Fatouh | Mohamed Hany | Mohamed Salah | Mahmoud Saber | Mohanad Lashin | Mostafa Zico | Trézéguet | Emam Ashour,Alireza Beiranvand | Shoja Khalilzadeh | Ali Nemati | Hossein Kanani | Milad Mohammadi | Ramin Rezaeian | Saeid Ezatolahi | Mohammad Ghorbani | Mohammad Mohebbi | Saman Ghoddos | Mehdi Taremi,[CASA] 14' Yasser Ibrahim entrou no lugar de Mohamed Abdelmoneim | [FORA] 45' Saleh Hardani entrou no lugar de Hossein Kanani | [CASA] 45' Marawan Attia entrou no lugar de Mahmoud Saber | [CASA] 45' Omar Marmoush entrou no lugar de Emam Ashour | [CASA] 57' Zizo entrou no lugar de Mohamed Salah | [FORA] 67' Shahriyar Moghanloo entrou no lugar de Saman Ghoddos | [CASA] 76' Hamza Abdelkarim entrou no lugar de Mostafa Zico | [FORA] 90'+1' Alireza Jahanbakhsh entrou no lugar de Mohammad Mohebbi,[CASA] 5' Mahmoud Saber | [FORA] 14' Ramin Rezaeian,[CASA] 5' Trézéguet -> Mahmoud Saber
Belgium,group-stage,World,2026-06-27 03:00:00,New Zealand,Belgium,New Zealand x Belgium,1 x 5,4-2-3-1,4-2-3-1,Max Crocombe | Tyler Bindon | Finn Surman | Liberato Cacace | Tim Payne | Ryan Thomas | Marko Stamenic | Joe Bell | Chris Wood | Elijah Just | Sarpreet Singh,Thibaut Courtois | Arthur Theate | Brandon Mechele | Maxim De Cuyper | Timothy Castagne | Kevin De Bruyne | Hans Vanaken | Youri Tielemans | Charles De Ketelaere | Leandro Trossard | Jérémy Doku,[CASA] 45' Ben Old entrou no lugar de Ryan Thomas | [CASA] 45' Jesse Randall entrou no lugar de Sarpreet Singh | [FORA] 56' Matias Fernandez-Pardo entrou no lugar de Jérémy Doku | [CASA] 64' Michael Boxall entrou no lugar de Tim Payne | [CASA] 64' Callum McCowatt entrou no lugar de Joe Bell | [FORA] 72' Alexis Saelemaekers entrou no lugar de Leandro Trossard | [FORA] 72' Amadou Onana entrou no lugar de Kevin De Bruyne | [CASA] 79' Francis de Vries entrou no lugar de Liberato Cacace | [FORA] 85' Romelu Lukaku entrou no lugar de Charles De Ketelaere | [FORA] 85' Nicolas Raskin entrou no lugar de Youri Tielemans,[FORA] 28' Leandro Trossard | [FORA] 50' Leandro Trossard | [FORA] 66' Kevin De Bruyne | [CASA] 84' Elijah Just | [FORA] 86' Romelu Lukaku | [FORA] 90'+4' Alexis Saelemaekers,[FORA] 50' Hans Vanaken -> Leandro Trossard | [FORA] 86' Nicolas Raskin -> Romelu Lukaku | [FORA] 90'+4' Romelu Lukaku -> Alexis Saelemaekers
New Zealand,group-stage,World,2026-06-27 03:00:00,New Zealand,Belgium,New Zealand x Belgium,1 x 5,4-2-3-1,4-2-3-1,Max Crocombe | Tyler Bindon | Finn Surman | Liberato Cacace | Tim Payne | Ryan Thomas | Marko Stamenic | Joe Bell | Chris Wood | Elijah Just | Sarpreet Singh,Thibaut Courtois | Arthur Theate | Brandon Mechele | Maxim De Cuyper | Timothy Castagne | Kevin De Bruyne | Hans Vanaken | Youri Tielemans | Charles De Ketelaere | Leandro Trossard | Jérémy Doku,[CASA] 45' Ben Old entrou no lugar de Ryan Thomas | [CASA] 45' Jesse Randall entrou no lugar de Sarpreet Singh | [FORA] 56' Matias Fernandez-Pardo entrou no lugar de Jérémy Doku | [CASA] 64' Michael Boxall entrou no lugar de Tim Payne | [CASA] 64' Callum McCowatt entrou no lugar de Joe Bell | [FORA] 72' Alexis Saelemaekers entrou no lugar de Leandro Trossard | [FORA] 72' Amadou Onana entrou no lugar de Kevin De Bruyne | [CASA] 79' Francis de Vries entrou no lugar de Liberato Cacace | [FORA] 85' Romelu Lukaku entrou no lugar de Charles De Ketelaere | [FORA] 85' Nicolas Raskin entrou no lugar de Youri Tielemans,[FORA] 28' Leandro Trossard | [FORA] 50' Leandro Trossard | [FORA] 66' Kevin De Bruyne | [CASA] 84' Elijah Just | [FORA] 86' Romelu Lukaku | [FORA] 90'+4' Alexis Saelemaekers,[FORA] 50' Hans Vanaken -> Leandro Trossard | [FORA] 86' Nicolas Raskin -> Romelu Lukaku | [FORA] 90'+4' Romelu Lukaku -> Alexis Saelemaekers
Saudi Arabia,group-stage,World,2026-06-27 00:00:00,Cape Verde,Saudi Arabia,Cape Verde x Saudi Arabia,0 x 0,4-1-4-1,4-4-2,Vozinha | Diney Borges | Pico Lopes | Kevin Pina | João Paulo | Wagner Pina | Jamiro Monteiro | Deroy Duarte | Willy Semedo | Ryan Mendes | Dailon Livramento,Mohammed Al-Owais | Hassan Al-Tambakti | Abdulelah Al-Amri | Nawaf Boushal | Saud Abdulhamid | Nasser Al-Dawsari | Abdullah Al-Khaibari | Salem Al-Dawsari | Sultan Mandash | Mohamed Kanno | Feras Al-Brikan,[FORA] 33' Ali Lajami entrou no lugar de Hassan Al-Tambakti | [FORA] 45' Musab Al-Juwayr entrou no lugar de Abdullah Al-Khaibari | [CASA] 61' Nuno da Costa entrou no lugar de Dailon Livramento | [CASA] 61' Hélio Varela entrou no lugar de Willy Semedo | [FORA] 66' Mohammed Abu Al-Shamat entrou no lugar de Salem Al-Dawsari | [FORA] 66' Abdullah Al-Hamdan entrou no lugar de Sultan Mandash | [CASA] 71' Laros Duarte entrou no lugar de Jamiro Monteiro | [CASA] 71' Garry Rodrigues entrou no lugar de Ryan Mendes | [FORA] 82' Moteb Al-Harbi entrou no lugar de Nawaf Boushal | [CASA] 90'+4' Steven Moreira entrou no lugar de Wagner Pina,,
Uruguay,group-stage,World,2026-06-27 00:00:00,Uruguay,Spain,Uruguay x Spain,0 x 1,4-1-4-1,4-2-3-1,Fernando Muslera | Mathías Olivera | Sebastián Cáceres | Manuel Ugarte | Juan Manuel Sanabria | Guillermo Varela | Federico Valverde | Rodrigo Bentancur | Maxi Araújo | Agustín Canobbio | Darwin Núñez,Unai Simón | Aymeric Laporte | Pau Cubarsí | Marc Cucurella | Marcos Llorente | Mikel Merino | Rodri | Pedri  | Mikel Oyarzabal | Álex Baena | Lamine Yamal,[CASA] 45' Nicolás de la Cruz entrou no lugar de Manuel Ugarte | [CASA] 45' Sergio Rochet entrou no lugar de Fernando Muslera | [CASA] 57' Federico Viñas entrou no lugar de Federico Valverde | [FORA] 60' Fabián Ruiz entrou no lugar de Pedri  | [FORA] 60' Dani Olmo entrou no lugar de Mikel Merino | [FORA] 66' Yéremy Pino entrou no lugar de Álex Baena | [CASA] 70' Brian Rodríguez entrou no lugar de Juan Manuel Sanabria | [FORA] 76' Nico Williams entrou no lugar de Lamine Yamal | [FORA] 76' Ferran Torres entrou no lugar de Mikel Oyarzabal,[FORA] 42' Álex Baena,[FORA] 42' Marcos Llorente -> Álex Baena
Spain,group-stage,World,2026-06-27 00:00:00,Uruguay,Spain,Uruguay x Spain,0 x 1,4-1-4-1,4-2-3-1,Fernando Muslera | Mathías Olivera | Sebastián Cáceres | Manuel Ugarte | Juan Manuel Sanabria | Guillermo Varela | Federico Valverde | Rodrigo Bentancur | Maxi Araújo | Agustín Canobbio | Darwin Núñez,Unai Simón | Aymeric Laporte | Pau Cubarsí | Marc Cucurella | Marcos Llorente | Mikel Merino | Rodri | Pedri  | Mikel Oyarzabal | Álex Baena | Lamine Yamal,[CASA] 45' Nicolás de la Cruz entrou no lugar de Manuel Ugarte | [CASA] 45' Sergio Rochet entrou no lugar de Fernando Muslera | [CASA] 57' Federico Viñas entrou no lugar de Federico Valverde | [FORA] 60' Fabián Ruiz entrou no lugar de Pedri  | [FORA] 60' Dani Olmo entrou no lugar de Mikel Merino | [FORA] 66' Yéremy Pino entrou no lugar de Álex Baena | [CASA] 70' Brian Rodríguez entrou no lugar de Juan Manuel Sanabria | [FORA] 76' Nico Williams entrou no lugar de Lamine Yamal | [FORA] 76' Ferran Torres entrou no lugar de Mikel Oyarzabal,[FORA] 42' Álex Baena,[FORA] 42' Marcos Llorente -> Álex Baena
France,group-stage,World,2026-06-26 19:00:00,Norway,France,Norway x France,1 x 4,4-3-3,4-2-3-1,Egil Selvik | Leo Østigard | Henrik Falchener | Fredrik André Bjørkan | Fredrik Aursnes | Patrick Berg | Thelo Aasgaard | Kristian Thorstvedt | Jørgen Strand Larsen | Andreas Schjelderup | Oscar Bobb,Mike Maignan | Maxence Lacroix | Dayot Upamecano | Theo Hernández | Jules Koundé | Michael Olise | Manu Koné | Aurélien Tchouaméni | Kylian Mbappé | Désiré Doué | Ousmane Dembélé,[CASA] 45' Morten Thorsby entrou no lugar de Kristian Thorstvedt | [CASA] 45' Marcus Holmgren Pedersen entrou no lugar de Fredrik André Bjørkan | [FORA] 65' Rayan Cherki entrou no lugar de Michael Olise | [FORA] 65' Bradley Barcola entrou no lugar de Ousmane Dembélé | [CASA] 66' Sondre Langas entrou no lugar de Henrik Falchener | [FORA] 76' Ibrahima Konaté entrou no lugar de Dayot Upamecano | [CASA] 83' Antonio Nusa entrou no lugar de Oscar Bobb | [CASA] 83' Jens Petter Hauge entrou no lugar de Andreas Schjelderup | [FORA] 87' Malo Gusto entrou no lugar de Jules Koundé | [FORA] 87' Jean-Philippe Mateta entrou no lugar de Kylian Mbappé,[FORA] 7' Ousmane Dembélé | [FORA] 20' Ousmane Dembélé | [CASA] 21' Thelo Aasgaard | [FORA] 32' Ousmane Dembélé | [FORA] 90'+4' Désiré Doué,[FORA] 7' Kylian Mbappé -> Ousmane Dembélé | [FORA] 20' Kylian Mbappé -> Ousmane Dembélé | [CASA] 21' Andreas Schjelderup -> Thelo Aasgaard | [FORA] 32' Aurélien Tchouaméni -> Ousmane Dembélé | [FORA] 90'+4' Bradley Barcola -> Désiré Doué
Norway,group-stage,World,2026-06-26 19:00:00,Norway,France,Norway x France,1 x 4,4-3-3,4-2-3-1,Egil Selvik | Leo Østigard | Henrik Falchener | Fredrik André Bjørkan | Fredrik Aursnes | Patrick Berg | Thelo Aasgaard | Kristian Thorstvedt | Jørgen Strand Larsen | Andreas Schjelderup | Oscar Bobb,Mike Maignan | Maxence Lacroix | Dayot Upamecano | Theo Hernández | Jules Koundé | Michael Olise | Manu Koné | Aurélien Tchouaméni | Kylian Mbappé | Désiré Doué | Ousmane Dembélé,[CASA] 45' Morten Thorsby entrou no lugar de Kristian Thorstvedt | [CASA] 45' Marcus Holmgren Pedersen entrou no lugar de Fredrik André Bjørkan | [FORA] 65' Rayan Cherki entrou no lugar de Michael Olise | [FORA] 65' Bradley Barcola entrou no lugar de Ousmane Dembélé | [CASA] 66' Sondre Langas entrou no lugar de Henrik Falchener | [FORA] 76' Ibrahima Konaté entrou no lugar de Dayot Upamecano | [CASA] 83' Antonio Nusa entrou no lugar de Oscar Bobb | [CASA] 83' Jens Petter Hauge entrou no lugar de Andreas Schjelderup | [FORA] 87' Malo Gusto entrou no lugar de Jules Koundé | [FORA] 87' Jean-Philippe Mateta entrou no lugar de Kylian Mbappé,[FORA] 7' Ousmane Dembélé | [FORA] 20' Ousmane Dembélé | [CASA] 21' Thelo Aasgaard | [FORA] 32' Ousmane Dembélé | [FORA] 90'+4' Désiré Doué,[FORA] 7' Kylian Mbappé -> Ousmane Dembélé | [FORA] 20' Kylian Mbappé -> Ousmane Dembélé | [CASA] 21' Andreas Schjelderup -> Thelo Aasgaard | [FORA] 32' Aurélien Tchouaméni -> Ousmane Dembélé | [FORA] 90'+4' Bradley Barcola -> Désiré Doué
Senegal,group-stage,World,2026-06-26 19:00:00,Senegal,Iraq,Senegal x Iraq,5 x 0,4-3-3,4-2-3-1,Mory Diaw | Moussa Niakhaté | Abdoulaye Seck | Ismail Jakobs | Krépin Diatta | Idrissa Gueye | Lamine Camara | Habib Diarra | Ismaïla Sarr | Sadio Mané | Ibrahim Mbaye,Ahmed Basil | Akam Hashim | Rebin Sulaka | Merchas Doski | Frans Putros | Ali Jasim | Amir Al-Ammari | Zidane Iqbal | Ali Al-Hamadi | Ibrahim Bayesh | Ahmed Qasim,[FORA] 16' Munaf Younus entrou no lugar de Ahmed Qasim | [FORA] 45' Jalal Hassan entrou no lugar de Ahmed Basil | [CASA] 57' Iliman Ndiaye entrou no lugar de Ibrahim Mbaye | [CASA] 57' Nicolas Jackson entrou no lugar de Lamine Camara | [CASA] 57' Pape Gueye entrou no lugar de Habib Diarra | [FORA] 58' Ahmed Maknazi entrou no lugar de Ali Jasim | [FORA] 58' Ali Yousif entrou no lugar de Ali Al-Hamadi | [CASA] 58' Pathé Ciss entrou no lugar de Abdoulaye Seck | [FORA] 67' Kevin Yakob entrou no lugar de Zidane Iqbal | [CASA] 81' Assane Diao entrou no lugar de Ismaïla Sarr,[CASA] 4' Habib Diarra | [CASA] 56' Ismaïla Sarr | [CASA] 59' Pape Gueye | [CASA] 71' Pape Gueye | [CASA] 82' Iliman Ndiaye,[CASA] 4' Abdoulaye Seck -> Habib Diarra | [CASA] 56' Lamine Camara -> Ismaïla Sarr | [CASA] 59' Ismaïla Sarr -> Pape Gueye | [CASA] 71' Iliman Ndiaye -> Pape Gueye | [CASA] 82' Pape Gueye -> Iliman Ndiaye
Iraq,group-stage,World,2026-06-26 19:00:00,Senegal,Iraq,Senegal x Iraq,5 x 0,4-3-3,4-2-3-1,Mory Diaw | Moussa Niakhaté | Abdoulaye Seck | Ismail Jakobs | Krépin Diatta | Idrissa Gueye | Lamine Camara | Habib Diarra | Ismaïla Sarr | Sadio Mané | Ibrahim Mbaye,Ahmed Basil | Akam Hashim | Rebin Sulaka | Merchas Doski | Frans Putros | Ali Jasim | Amir Al-Ammari | Zidane Iqbal | Ali Al-Hamadi | Ibrahim Bayesh | Ahmed Qasim,[FORA] 16' Munaf Younus entrou no lugar de Ahmed Qasim | [FORA] 45' Jalal Hassan entrou no lugar de Ahmed Basil | [CASA] 57' Iliman Ndiaye entrou no lugar de Ibrahim Mbaye | [CASA] 57' Nicolas Jackson entrou no lugar de Lamine Camara | [CASA] 57' Pape Gueye entrou no lugar de Habib Diarra | [FORA] 58' Ahmed Maknazi entrou no lugar de Ali Jasim | [FORA] 58' Ali Yousif entrou no lugar de Ali Al-Hamadi | [CASA] 58' Pathé Ciss entrou no lugar de Abdoulaye Seck | [FORA] 67' Kevin Yakob entrou no lugar de Zidane Iqbal | [CASA] 81' Assane Diao entrou no lugar de Ismaïla Sarr,[CASA] 4' Habib Diarra | [CASA] 56' Ismaïla Sarr | [CASA] 59' Pape Gueye | [CASA] 71' Pape Gueye | [CASA] 82' Iliman Ndiaye,[CASA] 4' Abdoulaye Seck -> Habib Diarra | [CASA] 56' Lamine Camara -> Ismaïla Sarr | [CASA] 59' Ismaïla Sarr -> Pape Gueye | [CASA] 71' Iliman Ndiaye -> Pape Gueye | [CASA] 82' Pape Gueye -> Iliman Ndiaye
Australia,group-stage,World,2026-06-26 02:00:00,Paraguay,Australia,Paraguay x Australia,0 x 0,5-3-2,3-4-2-1,Orlando Gil | Gustavo Gómez | Omar Alderete | Gustavo Velázquez | Alexandro Maidana | Juan Jose Cáceres | Andrés Cubas | Matías Galarza | Diego Gómez | Julio Enciso | Gabriel Ávalos,Patrick Beach | Harry Souttar | Lucas Herrington | Alessandro Circati | Jackson Irvine | Aiden O'Neill | Aziz Behich | Jordan Bos | Nestory Irankunda | Connor Metcalfe | Cristian Volpato,[CASA] 45' Maurício entrou no lugar de Alexandro Maidana | [FORA] 58' Ajdin Hrustic entrou no lugar de Cristian Volpato | [CASA] 67' Alex Arce entrou no lugar de Gabriel Ávalos | [CASA] 84' José Canale entrou no lugar de Omar Alderete | [FORA] 84' Paul Okon-Engstler entrou no lugar de Jackson Irvine | [FORA] 84' Tete Yengi entrou no lugar de Nestory Irankunda | [CASA] 90'+2' Damián Bobadilla entrou no lugar de Diego Gómez | [CASA] 90'+2' Júnior Alonso entrou no lugar de Matías Galarza,,
Türkiye,group-stage,World,2026-06-26 02:00:00,Türkiye,United States,Türkiye x United States,3 x 2,3-4-2-1,4-3-3,Ugurcan Çakir | Ozan Kabak | Abdülkerim Bardakçi | Zeki Çelik | Orkun Kökçü | Salih Özcan | Eren Elmali | Oguz Aydin | Baris Alper Yilmaz | Kenan Yildiz | Arda Güler,Matt Turner | Mark McKenzie | Miles Robinson | Auston Trusty | Joe Scally | Sebastian Berhalter | Giovanni Reyna | Weston McKennie | Ricardo Pepi | Timothy Weah | Brenden Aaronson,[FORA] 58' Christian Pulisic entrou no lugar de Timothy Weah | [FORA] 76' Sergiño Dest entrou no lugar de Giovanni Reyna | [FORA] 77' Alejandro Zendejas entrou no lugar de Brenden Aaronson | [FORA] 77' Alex Freeman entrou no lugar de Joe Scally | [CASA] 84' Çaglar Söyüncü entrou no lugar de Zeki Çelik | [CASA] 84' Can Uzun entrou no lugar de Kenan Yildiz | [FORA] 86' Malik Tillman entrou no lugar de Weston McKennie | [CASA] 88' Kaan Ayhan entrou no lugar de Orkun Kökçü | [CASA] 90'+2' Mert Müldür entrou no lugar de Oguz Aydin | [CASA] 90'+2' Irfan Can Kahveci entrou no lugar de Baris Alper Yilmaz,[FORA] 3' Auston Trusty | [CASA] 10' Arda Güler | [CASA] 31' Baris Alper Yilmaz | [FORA] 49' Sebastian Berhalter | [CASA] 90'+8' Kaan Ayhan,[FORA] 3' Sebastian Berhalter -> Auston Trusty | [CASA] 10' Baris Alper Yilmaz -> Arda Güler | [CASA] 31' Orkun Kökçü -> Baris Alper Yilmaz
Paraguay,group-stage,World,2026-06-26 02:00:00,Paraguay,Australia,Paraguay x Australia,0 x 0,5-3-2,3-4-2-1,Orlando Gil | Gustavo Gómez | Omar Alderete | Gustavo Velázquez | Alexandro Maidana | Juan Jose Cáceres | Andrés Cubas | Matías Galarza | Diego Gómez | Julio Enciso | Gabriel Ávalos,Patrick Beach | Harry Souttar | Lucas Herrington | Alessandro Circati | Jackson Irvine | Aiden O'Neill | Aziz Behich | Jordan Bos | Nestory Irankunda | Connor Metcalfe | Cristian Volpato,[CASA] 45' Maurício entrou no lugar de Alexandro Maidana | [FORA] 58' Ajdin Hrustic entrou no lugar de Cristian Volpato | [CASA] 67' Alex Arce entrou no lugar de Gabriel Ávalos | [CASA] 84' José Canale entrou no lugar de Omar Alderete | [FORA] 84' Paul Okon-Engstler entrou no lugar de Jackson Irvine | [FORA] 84' Tete Yengi entrou no lugar de Nestory Irankunda | [CASA] 90'+2' Damián Bobadilla entrou no lugar de Diego Gómez | [CASA] 90'+2' Júnior Alonso entrou no lugar de Matías Galarza,,
Sweden,group-stage,World,2026-06-25 23:00:00,Japan,Sweden,Japan x Sweden,1 x 1,3-4-2-1,3-4-3,Zion Suzuki | Kou Itakura | Hiroki Ito | Ayumu Seko | Daichi Kamada | Ao Tanaka | Keito Nakamura | Yukinari Sugawara | Ayase Ueda | Daizen Maeda | Ritsu Doan,Jacob Widell Zetterström | Isak Hien | Gabriel Gudmundsson | Gustaf Lagerbielke | Yasin Ayari | Victor Lindelöf | Elliot Stroud | Alexander Bernhardsson | Viktor Gyökeres | Alexander Isak | Anthony Elanga,[FORA] 37' Lucas Bergvall entrou no lugar de Isak Hien | [CASA] 39' Shogo Taniguchi entrou no lugar de Kou Itakura | [CASA] 66' Koki Ogawa entrou no lugar de Ayase Ueda | [CASA] 67' Junya Ito entrou no lugar de Ritsu Doan | [FORA] 75' Daniel Svensson entrou no lugar de Alexander Bernhardsson | [FORA] 75' Ken Sema entrou no lugar de Elliot Stroud | [CASA] 75' Yuto Nagatomo entrou no lugar de Keito Nakamura | [CASA] 75' Tsuyoshi Watanabe entrou no lugar de Ayumu Seko | [FORA] 87' Carl Starfelt entrou no lugar de Victor Lindelöf | [FORA] 88' Benjamin Nygren entrou no lugar de Gabriel Gudmundsson,[CASA] 56' Daizen Maeda | [FORA] 62' Anthony Elanga,[CASA] 56' Ritsu Doan -> Daizen Maeda | [FORA] 62' Viktor Gyökeres -> Anthony Elanga
Netherlands,group-stage,World,2026-06-25 23:00:00,Tunisia,Netherlands,Tunisia x Netherlands,1 x 3,5-4-1,4-3-3,Aymen Dahmen | Ellyes Skhiri | Mohamed Amine Ben Hamida | Montassar Talbi | Ali Abdi | Yan Valery | Rani Khedira | Ismaël Gharbi | Hannibal Mejbri | Anis Slimane | Hazem Mastouri,Bart Verbruggen | Virgil van Dijk | Jan Paul van Hecke | Nathan Aké | Denzel Dumfries | Frenkie de Jong | Tijjani Reijnders | Ryan Gravenberch | Brian Brobbey | Cody Gakpo | Donyell Malen,[CASA] 67' Mohamed Hadj Mahmoud entrou no lugar de Rani Khedira | [CASA] 68' Elias Achouri entrou no lugar de Anis Slimane | [CASA] 68' Mortadha Ben Ouanes entrou no lugar de Mohamed Amine Ben Hamida | [FORA] 72' Teun Koopmeiners entrou no lugar de Frenkie de Jong | [FORA] 72' Justin Kluivert entrou no lugar de Tijjani Reijnders | [FORA] 72' Crysencio Summerville entrou no lugar de Donyell Malen | [CASA] 75' Firas Chaouat entrou no lugar de Ismaël Gharbi | [FORA] 77' Memphis Depay entrou no lugar de Brian Brobbey | [FORA] 84' Noa Lang entrou no lugar de Cody Gakpo | [CASA] 90' Sebastian Tounekti entrou no lugar de Hazem Mastouri,[FORA] 3' Ellyes Skhiri | [FORA] 7' Brian Brobbey | [CASA] 54' Hazem Mastouri | [FORA] 62' Jan Paul van Hecke,[FORA] 7' Virgil van Dijk -> Brian Brobbey | [CASA] 54' Hannibal Mejbri -> Hazem Mastouri | [FORA] 62' Tijjani Reijnders -> Jan Paul van Hecke
Tunisia,group-stage,World,2026-06-25 23:00:00,Tunisia,Netherlands,Tunisia x Netherlands,1 x 3,5-4-1,4-3-3,Aymen Dahmen | Ellyes Skhiri | Mohamed Amine Ben Hamida | Montassar Talbi | Ali Abdi | Yan Valery | Rani Khedira | Ismaël Gharbi | Hannibal Mejbri | Anis Slimane | Hazem Mastouri,Bart Verbruggen | Virgil van Dijk | Jan Paul van Hecke | Nathan Aké | Denzel Dumfries | Frenkie de Jong | Tijjani Reijnders | Ryan Gravenberch | Brian Brobbey | Cody Gakpo | Donyell Malen,[CASA] 67' Mohamed Hadj Mahmoud entrou no lugar de Rani Khedira | [CASA] 68' Elias Achouri entrou no lugar de Anis Slimane | [CASA] 68' Mortadha Ben Ouanes entrou no lugar de Mohamed Amine Ben Hamida | [FORA] 72' Teun Koopmeiners entrou no lugar de Frenkie de Jong | [FORA] 72' Justin Kluivert entrou no lugar de Tijjani Reijnders | [FORA] 72' Crysencio Summerville entrou no lugar de Donyell Malen | [CASA] 75' Firas Chaouat entrou no lugar de Ismaël Gharbi | [FORA] 77' Memphis Depay entrou no lugar de Brian Brobbey | [FORA] 84' Noa Lang entrou no lugar de Cody Gakpo | [CASA] 90' Sebastian Tounekti entrou no lugar de Hazem Mastouri,[FORA] 3' Ellyes Skhiri | [FORA] 7' Brian Brobbey | [CASA] 54' Hazem Mastouri | [FORA] 62' Jan Paul van Hecke,[FORA] 7' Virgil van Dijk -> Brian Brobbey | [CASA] 54' Hannibal Mejbri -> Hazem Mastouri | [FORA] 62' Tijjani Reijnders -> Jan Paul van Hecke
Japan,group-stage,World,2026-06-25 23:00:00,Japan,Sweden,Japan x Sweden,1 x 1,3-4-2-1,3-4-3,Zion Suzuki | Kou Itakura | Hiroki Ito | Ayumu Seko | Daichi Kamada | Ao Tanaka | Keito Nakamura | Yukinari Sugawara | Ayase Ueda | Daizen Maeda | Ritsu Doan,Jacob Widell Zetterström | Isak Hien | Gabriel Gudmundsson | Gustaf Lagerbielke | Yasin Ayari | Victor Lindelöf | Elliot Stroud | Alexander Bernhardsson | Viktor Gyökeres | Alexander Isak | Anthony Elanga,[FORA] 37' Lucas Bergvall entrou no lugar de Isak Hien | [CASA] 39' Shogo Taniguchi entrou no lugar de Kou Itakura | [CASA] 66' Koki Ogawa entrou no lugar de Ayase Ueda | [CASA] 67' Junya Ito entrou no lugar de Ritsu Doan | [FORA] 75' Daniel Svensson entrou no lugar de Alexander Bernhardsson | [FORA] 75' Ken Sema entrou no lugar de Elliot Stroud | [CASA] 75' Yuto Nagatomo entrou no lugar de Keito Nakamura | [CASA] 75' Tsuyoshi Watanabe entrou no lugar de Ayumu Seko | [FORA] 87' Carl Starfelt entrou no lugar de Victor Lindelöf | [FORA] 88' Benjamin Nygren entrou no lugar de Gabriel Gudmundsson,[CASA] 56' Daizen Maeda | [FORA] 62' Anthony Elanga,[CASA] 56' Ritsu Doan -> Daizen Maeda | [FORA] 62' Viktor Gyökeres -> Anthony Elanga
